1614	11	59
1686	4	51
1758	0	35
1830	-6	26
1902	-6	47
1974	-12	14
2046	-11	25

Run 12
20	17	47
56	37	89
100	26	51
150	33	70
206	29	50
266	23	57
330	20	61
396	22	64
464	18	65
534	14	58
606	14	60
678	11	50
750	18	71
822	12	73
894	7	20
966	6	30
1038	6	34
1110	2	27
1182	5	40
1254	9	67
1326	7	41
1398	13	82
1470	7	35
1542	7	63
1614	7	42
1686	5	42
1758	-1	14
1830	4	62
1902	2	44
1974	1	60
2046	-3	40

Run 13
20	10	34
56	12	77
100	17	69
150	15	45
206	18	79
266	14	39
330	15	47
396	15	47
464	18	80
534	21	90
606	27	76
678	32	74
750	27	70
822	22	64
894	18	51
966	14	34
1038	9	46
1110	6	53
1182	2	52
1254	2	45
1326	-5	29
1398	-24	18
1470	-18	46
1542	-19	37
1614	-30	54
1686	-42	42
1758	-57	39
1830	-65	42
1902	-71	40
1974	-78	62
2046	-96	39

Run 14
20	8	36
56	22	73
100	41	97
150	45	91
206	34	72
266	41	88
330	43	105
396	36	73
464	42	86
534	40	76
606	39	87
678	36	75
750	36	65
822	35	85
894	31	61
966	26	55
1038	20	57
1110	34	73
1182	34	77
1254	40	71
1326	37	72
1398	38	78
1470	44	74
1542	-2	31
1614	-7	16
1686	-11	10
1758	-12	34
1830	-20	42
1902	-26	39
1974	-36	23
2046	-42	17

Run 15
20	27	71
56	48	81
100	42	82
150	34	67
206	36	66
266	38	77
330	36	60
396	38	92
464	31	67
534	27	60
606	24	71
678	14	58
750	25	93
822	26	62
894	37	89
966	41	72
1038	43	69
1110	42	79
1182	49	80
1254	49	78
1326	54	88
1398	50	105
1470	49	88
1542	49	95
1614	38	66
1686	42	83
1758	41	99
1830	33	70
1902	32	69
1974	27	96
2046	23	66

Run 16
20	11	38
56	12	65
100	24	63
150	26	56
206	32	72
266	33	76
330	31	99
396	28	64
464	24	63
534	26	61
606	27	79
678	21	44
750	23	59
822	22	36
894	25	64
966	25	67
1038	29	46
1110	31	71
1182	24	59
1254	26	66
1326	29	59
1398	23	54
1470	29	76
1542	30	64
1614	34	66
1686	33	77
1758	39	82
1830	37	64
1902	32	55
1974	32	63
2046	34	67

Run 17
20	13	41
56	24	67
100	28	66
150	25	67
206	16	62
266	17	72
330	15	89
396	12	59
464	18	78
534	20	72
606	16	67
678	1	95
750	10	78
822	2	66
894	-1	87
966	3	66
1038	-4	90
1110	-12	55
1182	-23	38
1254	-30	85
1326	-34	77
1398	-38	38
1470	-45	25
1542	-51	23
1614	-59	18
1686	-58	23
1758	-62	25
1830	-65	50
1902	-56	56
1974	-59	50
2046	-60	74

Run 18
20	16	52
56	33	73
100	22	57
150	21	51
206	18	36
266	15	54
330	12	37
396	5	52
464	1	34
534	0	41
606	-6	34
678	-7	26
750	-11	25
822	-9	61
894	-17	32
966	-21	29
1038	-24	31
1110	-30	41
1182	-26	42
1254	-10	57
1326	7	69
1398	15	81
1470	5	64
1542	0	51
1614	-4	66
1686	-16	57
1758	7	67
1830	31	80
1902	29	64
1974	36	64
2046	32	75

Run 19
20	18	50
56	18	54
100	21	79
150	20	68
206	19	85
266	20	60
330	20	80
396	27	61
464	16	69
534	12	54
606	15	101
678	10	64
750	1	77
822	-2	58
894	-13	81
966	-10	57
1038	-17	62
1110	-23	87
1182	-26	84
1254	-29	73
1326	-23	84
1398	-28	66
1470	-35	52
1542	-29	72
1614	-30	73
1686	-34	61
1758	-43	53
1830	-54	37
1902	-52	51
1974	-63	44
2046	-27	43

Run 20
20	14	50
56	29	98
100	47	88
150	47	68
206	44	73
266	24	50
330	25	68
396	29	75
464	29	73
534	27	54
606	28	53
678	30	57
750	29	58
822	38	68
894	34	88
966	27	53
1038	38	89
1110	16	61
1182	22	61
1254	24	63
1326	31	70
1398	29	76
1470	28	64
1542	26	68
1614	25	46
1686	28	53
1758	30	64
1830	32	66
1902	27	77
1974	19	80
2046	12	64

Run 21
20	25	56
56	14	80
100	8	50
150	27	77
206	23	82
266	30	73
330	29	73
396	32	81
464	36	75
534	31	56
606	29	58
678	23	49
750	27	59
822	17	34
894	18	49
966	18	34
1038	20	95
1110	20	52
1182	22	68
1254	24	88
1326	24	61
1398	16	49
1470	27	95
1542	18	67
1614	11	34
1686	28	83
1758	20	63
1830	4	83
1902	-1	86
1974	-2	77
2046	-16	76

Run 22
20	15	57
56	10	60
100	9	40
150	17	61
206	15	75
266	19	101
330	16	74
396	15	53
464	12	43
534	16	75
606	22	92
678	28	106
750	35	93
822	38	101
894	39	80
966	50	105
1038	39	89
1110	45	94
1182	48	99
1254	50	98
1326	40	107
1398	40	110
1470	27	93
1542	25	91
1614	25	85
1686	23	85
1758	31	96
1830	18	88
1902	19	73
1974	19	104
2046	24	88

Run 23
20	16	52
56	9	59
100	15	76
150	9	50
206	8	52
266	10	63
330	11	70
396	8	49
464	8	81
534	9	59
606	6	43
678	8	74
750	9	76
822	10	77
894	11	64
966	18	61
1038	29	59
1110	36	75
1182	42	80
1254	43	79
1326	47	75
1398	47	94
1470	23	70
1542	27	78
1614	18	71
1686	20	86
1758	21	79
1830	20	73
1902	11	62
1974	3	72
2046	-3	32

Run 24
20	15	55
56	22	45
100	35	68
150	27	48
206	35	64
266	32	76
330	35	92
396	37	65
464	42	65
534	45	91
606	23	81
678	15	63
750	5	52
822	-6	17
894	8	48
966	9	40
1038	11	37
1110	8	32
1182	10	30
1254	6	26
1326	5	22
1398	8	28
1470	8	31
1542	11	51
1614	10	46
1686	6	40
1758	11	41
1830	5	24
1902	4	23
1974	7	25
2046	6	33

Run 25
20	34	109
56	18	88
100	11	82
150	7	44
206	7	64
266	8	63
330	12	84
396	7	66
464	13	76
534	10	69
606	11	82
678	7	87
750	9	59
822	8	61
894	4	38
966	5	70
1038	6	68
1110	4	56
1182	5	76
1254	2	37
1326	5	29
1398	6	29
1470	7	32
1542	10	50
1614	13	55
1686	19	65
1758	18	50
1830	18	55
1902	13	60
1974	4	60
2046	1	60

Run 26
20	13	44
56	32	101
100	33	81
150	30	109
206	27	55
266	28	88
330	36	104
396	33	80
464	31	69
534	30	66
606	30	56
678	29	54
750	34	73
822	28	48
894	35	71
966	35	71
1038	31	60
1110	30	52
1182	35	84
1254	26	53
1326	27	63
1398	29	66
1470	25	68
1542	24	59
1614	26	60
1686	32	68
1758	26	63
1830	24	45
1902	25	60
1974	23	43
2046	22	45

Run 27
20	15	50
56	10	73
100	27	83
150	28	62
206	26	56
266	29	67
330	30	98
396	23	66
464	28	52
534	28	57
606	4	15
678	0	20
750	14	40
822	4	21
894	-4	26
966	-9	28
1038	-6	32
1110	-8	24
1182	5	29
1254	5	29
1326	4	33
1398	7	54
1470	10	36
1542	8	27
1614	6	28
1686	5	29
1758	3	38
1830	3	50
1902	-1	36
1974	-6	28
2046	-5	27

Run 28
20	8	34
56	8	29
100	16	48
150	25	59
206	26	78
266	16	38
330	18	55
396	17	35
464	29	75
534	25	57
606	22	47
678	19	66
750	16	48
822	16	62
894	20	50
966	26	59
1038	27	97
1110	25	61
1182	23	50
1254	21	50
1326	16	45
1398	23	76
1470	23	50
1542	22	45
1614	21	63
1686	10	44
1758	7	46
1830	1	77
1902	-4	44
1974	-13	38
2046	-15	101

Run 29
20	21	60
56	27	76
100	29	73
150	13	69
206	10	45
266	8	75
330	8	67
396	0	54
464	-3	42
534	-3	86
606	-6	50
678	-13	44
750	-15	61
822	-8	77
894	-15	45
966	-34	50
1038	-47	75
1110	-63	65
1182	-58	86
1254	-60	71
1326	-74	30
1398	-83	78
1470	-100	49
1542	-116	64
1614	-25	59
1686	-7	54
1758	-1	56
1830	-5	54
1902	-3	85
1974	-10	54
2046	-21	35

Run 30
20	10	35
56	17	63
100	19	52
150	19	88
206	10	51
266	6	38
330	4	40
396	8	52
464	8	78
534	9	43
606	9	95
678	2	15
750	7	65
822	7	51
894	10	65
966	5	50
1038	8	71
1110	3	78
1182	6	102
1254	4	48
1326	0	25
1398	3	97
1470	1	41
1542	2	48
1614	5	64
1686	-3	68
1758	-6	67
1830	-18	32
1902	-22	22
1974	-17	62
2046	-34	34

